ID,CATEGORY
227,pig
228,harp
229,harp
230,harp
231,harp
232,harp
233,harp
234,harp
235,harp
236,bulldozer
237,harp
238,trombone
239,parrot
240,harp
241,harp
242,flashlight
243,harp
244,harp
245,harp
246,harp
247,trombone
248,harp
249,harp
250,harp
251,harp
252,harp
253,harp
254,harp
255,harp
256,harp
257,harp
258,harp
259,harp
260,harp
261,harp
262,harp
263,harp
264,laptop
265,harp
266,parrot
267,harp
268,harp
269,harp
270,parrot
271,parrot
272,parrot
273,harp
274,harp
275,bulldozer
276,harp
277,harp
278,nose
279,harp
280,harp
281,harp
282,harp
283,parrot
284,harp
285,harp
286,harp
287,harp
288,harp
289,harp
290,harp
291,bulldozer
292,harp
293,harp
294,harp
295,harp
296,bulldozer
297,harp
298,penguin
299,bulldozer
300,harp
301,bulldozer
302,flashlight
303,parrot
304,harp
305,harp
306,harp
307,harp
308,harp
309,harp
310,parrot
311,harp
312,harp
313,parrot
314,harp
315,pig
316,harp
317,parrot
318,harp
319,harp
320,harp
321,harp
322,harp
323,harp
324,harp
325,harp
326,harp
327,parrot
328,harp
329,harp
330,harp
331,bulldozer
332,harp
333,harp
334,harp
335,bulldozer
336,harp
337,harp
338,parrot
339,harp
340,bulldozer
341,pig
342,harp
343,harp
344,harp
345,harp
346,harp
347,harp
348,flashlight
349,harp
350,bulldozer
351,harp
352,harp
353,harp
354,harp
355,bulldozer
356,harp
357,harp
358,harp
359,spider
360,parrot
361,harp
362,laptop
363,penguin
364,harp
365,bulldozer
366,harp
367,harp
368,harp
369,harp
370,harp
371,harp
372,harp
373,spider
374,harp
375,harp
376,harp
377,bulldozer
378,harp
379,harp
380,harp
381,harp
382,parrot
383,harp
384,harp
385,bulldozer
386,harp
387,laptop
388,harp
389,hand
390,harp
391,harp
392,harp
393,harp
394,harp
395,harp
396,harp
397,harp
398,harp
399,harp
400,harp
401,flashlight
402,harp
403,harp
404,harp
405,harp
406,harp
407,harp
408,harp
409,parrot
410,flashlight
411,harp
412,parrot
413,bulldozer
414,harp
415,harp
416,flashlight
417,harp
418,harp
419,harp
420,harp
421,harp
422,harp
423,harp
424,harp
425,harp
426,harp
427,harp
428,eyeglasses
429,harp
430,harp
431,harp
432,harp
433,harp
434,harp
435,harp
436,harp
437,harp
438,bulldozer
439,harp
440,harp
441,bulldozer
442,parrot
443,harp
444,spider
445,trombone
446,harp
447,harp
448,harp
449,harp
450,harp
451,harp
452,harp
453,harp
454,harp
455,harp
456,harp
457,harp
458,harp
459,harp
460,harp
461,harp
462,pig
463,harp
464,parrot
465,harp
466,harp
467,harp
468,spider
469,harp
470,harp
471,harp
472,harp
473,parrot
474,harp
475,harp
476,harp
477,harp
478,harp
479,harp
480,harp
481,harp
482,flashlight
483,eyeglasses
484,spider
485,harp
486,harp
487,harp
488,harp
489,harp
490,harp
491,harp
492,bulldozer
493,harp
494,harp
495,harp
496,harp
497,bulldozer
498,harp
499,bulldozer
500,spider
501,hat
502,harp
503,harp
504,foot
505,bulldozer
506,harp
507,bulldozer
508,harp
509,harp
510,harp
511,harp
512,harp
513,harp
514,harp
515,harp
516,flashlight
517,harp
518,harp
519,harp
520,harp
521,harp
522,harp
523,harp
524,spider
525,parrot
526,eyeglasses
527,harp
528,harp
529,parrot
530,harp
531,bulldozer
532,harp
533,harp
534,harp
535,harp
536,harp
537,harp
538,harp
539,harp
540,harp
541,bulldozer
542,harp
543,harp
544,harp
545,harp
546,harp
547,harp
548,harp
549,bulldozer
550,harp
551,harp
552,harp
553,harp
554,harp
555,penguin
556,bulldozer
557,harp
558,harp
559,parrot
560,eyeglasses
561,harp
562,harp
563,parrot
564,harp
565,parrot
566,harp
567,harp
568,parrot
569,harp
570,bulldozer
571,harp
572,harp
573,harp
574,harp
575,trombone
576,harp
577,harp
578,harp
579,bulldozer
580,parrot
581,harp
582,harp
583,harp
584,parrot
585,harp
586,parrot
587,harp
588,harp
589,harp
590,parrot
591,harp
592,bulldozer
593,harp
594,harp
595,bulldozer
596,harp
597,parrot
598,harp
599,harp
600,harp
601,bulldozer
602,harp
603,harp
604,harp
605,harp
606,bulldozer
607,harp
608,bulldozer
609,harp
610,harp
611,harp
612,bulldozer
613,parrot
614,harp
615,harp
616,parrot
617,harp
618,harp
619,trombone
620,harp
621,harp
622,harp
623,harp
624,harp
625,harp
626,harp
627,harp
628,harp
629,harp
630,harp
631,harp
632,harp
633,harp
634,harp
635,harp
636,bulldozer
637,harp
638,harp
639,parrot
640,harp
641,harp
642,parrot
643,harp
644,parrot
645,bulldozer
646,harp
647,harp
648,harp
649,penguin
650,harp
651,harp
652,bulldozer
653,harp
654,harp
655,parrot
656,harp
657,parrot
658,harp
659,harp
660,harp
661,harp
662,parrot
663,harp
664,harp
665,harp
666,harp
667,harp
668,harp
669,harp
670,harp
671,bulldozer
672,harp
673,harp
674,harp
675,harp
676,harp
677,harp
678,harp
679,harp
680,parrot
681,bulldozer
682,harp
683,harp
684,harp
685,parrot
686,harp
687,flashlight
688,harp
689,bulldozer
690,bulldozer
691,harp
692,harp
693,harp
694,harp
695,harp
696,harp
697,harp
698,harp
699,harp
700,harp
701,harp
702,harp
703,harp
704,harp
705,bulldozer
706,bulldozer
707,trombone
708,harp
709,harp
710,harp
711,harp
712,harp
713,harp
714,harp
715,harp
716,harp
717,bulldozer
718,harp
719,harp
720,harp
721,harp
722,harp
723,harp
724,harp
725,harp
726,harp
727,harp
728,harp
729,harp
730,spider
731,harp
732,harp
733,bulldozer
734,harp
735,harp
736,harp
737,harp
738,harp
739,harp
740,harp
741,harp
742,harp
743,harp
744,harp
745,harp
746,harp
747,harp
748,harp
749,harp
750,harp
751,flashlight
752,harp
753,harp
754,harp
755,harp
756,parrot
757,spider
758,harp
759,harp
760,pig
761,harp
762,harp
763,harp
764,harp
765,harp
766,harp
767,harp
768,harp
769,eyeglasses
770,harp
771,harp
772,harp
773,harp
774,trombone
775,harp
776,harp
777,harp
778,harp
779,harp
780,parrot
781,harp
782,harp
783,parrot
784,harp
785,harp
786,flashlight
787,harp
788,parrot
789,harp
790,harp
791,harp
792,harp
793,harp
794,harp
795,harp
796,harp
797,harp
798,harp
799,harp
800,harp
801,harp
802,harp
803,harp
804,flashlight
805,harp
806,harp
807,harp
808,harp
809,bulldozer
810,harp
811,harp
812,harp
813,harp
814,harp
815,harp
816,harp
817,harp
818,parrot
819,harp
820,parrot
821,harp
822,harp
823,harp
824,harp
825,harp
826,spider
827,harp
828,harp
829,penguin
830,harp
831,parrot
832,parrot
833,harp
834,harp
835,bulldozer
836,trombone
837,harp
838,harp
839,harp
840,harp
841,harp
842,harp
843,parrot
844,harp
845,pig
846,harp
847,harp
848,harp
849,harp
850,harp
851,eyeglasses
852,harp
853,harp
854,trombone
855,harp
856,harp
857,spider
858,harp
859,harp
860,parrot
861,parrot
862,harp
863,harp
864,pig
865,harp
866,hand
867,harp
868,harp
869,harp
870,harp
871,parrot
872,harp
873,harp
874,harp
875,harp
876,harp
877,harp
878,harp
879,harp
880,eyeglasses
881,harp
882,harp
883,harp
884,harp
885,harp
886,parrot
887,harp
888,harp
889,parrot
890,harp
891,trombone
892,harp
893,harp
894,harp
895,harp
896,harp
897,harp
898,harp
899,parrot
900,harp
901,harp
902,harp
903,harp
904,harp
905,harp
906,bulldozer
907,harp
908,penguin
909,harp
910,harp
911,foot
912,harp
913,harp
914,harp
915,harp
916,harp
917,harp
918,harp
919,harp
920,harp
921,harp
922,bulldozer
923,parrot
924,parrot
925,harp
926,flashlight
927,parrot
928,parrot
929,harp
930,harp
931,harp
932,harp
933,harp
934,harp
935,harp
936,harp
937,harp
938,bulldozer
939,harp
940,harp
941,harp
942,harp
943,harp
944,harp
945,harp
946,harp
947,harp
948,harp
949,harp
950,parrot
951,harp
952,harp
953,harp
954,harp
955,harp
956,harp
957,harp
958,bulldozer
959,harp
960,harp
961,bulldozer
962,harp
963,harp
964,harp
965,harp
966,harp
967,harp
968,harp
969,harp
970,harp
971,harp
972,harp
973,harp
974,harp
975,harp
976,harp
977,spider
978,harp
979,harp
980,bulldozer
981,harp
982,harp
983,harp
984,harp
985,harp
986,harp
987,harp
988,harp
989,harp
990,harp
991,harp
992,harp
993,parrot
994,spider
995,bulldozer
996,pig
997,harp
998,harp
999,harp
1000,harp
1001,harp
1002,harp
1003,harp
1004,harp
1005,harp
1006,harp
1007,harp
1008,harp
1009,harp
1010,harp
1011,harp
1012,harp
1013,harp
1014,harp
1015,harp
1016,harp
1017,harp
1018,parrot
1019,harp
1020,harp
1021,harp
1022,harp
1023,hand
1024,harp
1025,harp
1026,spider
1027,harp
1028,harp
1029,harp
1030,harp
1031,harp
1032,harp
1033,harp
1034,bulldozer
1035,harp
1036,harp
1037,harp
1038,harp
1039,harp
1040,harp
1041,parrot
1042,pig
1043,harp
1044,harp
1045,harp
1046,harp
1047,harp
1048,spider
1049,harp
1050,harp
1051,harp
1052,harp
1053,laptop
1054,foot
1055,harp
1056,harp
1057,parrot
1058,harp
1059,eyeglasses
1060,harp
1061,parrot
1062,spider
1063,harp
1064,harp
1065,harp
1066,harp
1067,harp
1068,harp
1069,harp
1070,harp
1071,harp
1072,harp
1073,harp
1074,harp
1075,harp
1076,laptop
1077,harp
1078,harp
1079,harp
1080,harp
1081,harp
1082,harp
1083,harp
1084,harp
1085,flashlight
1086,harp
1087,harp
1088,harp
1089,bulldozer
1090,harp
1091,bulldozer
1092,bulldozer
1093,harp
1094,harp
1095,harp
1096,harp
1097,harp
1098,parrot
1099,harp
1100,bulldozer
1101,harp
1102,harp
1103,harp
1104,bulldozer
1105,bulldozer
1106,bulldozer
1107,parrot
1108,harp
1109,trombone
1110,harp
1111,harp
1112,harp
1113,penguin
1114,harp
1115,harp
1116,parrot
1117,harp
1118,harp
1119,parrot
1120,bulldozer
1121,harp
1122,harp
1123,parrot
1124,bulldozer
1125,bulldozer
1126,harp
1127,harp
1128,harp
1129,harp
1130,harp
1131,harp
1132,pig
1133,harp
1134,harp
1135,harp
1136,bulldozer
1137,harp
1138,harp
1139,harp
1140,harp
1141,harp
1142,harp
1143,parrot
1144,harp
1145,harp
1146,harp
1147,harp
1148,harp
1149,harp
1150,bulldozer
1151,harp
1152,spider
1153,harp
1154,harp
1155,harp
1156,harp
1157,bulldozer
1158,harp
1159,harp
1160,parrot
1161,harp
1162,harp
1163,parrot
1164,harp
1165,harp
1166,harp
1167,harp
1168,harp
1169,harp
1170,harp
1171,harp
1172,pig
1173,parrot
1174,harp
1175,bulldozer
1176,bulldozer
1177,harp
1178,harp
1179,harp
1180,harp
1181,harp
1182,harp
1183,pig
1184,harp
1185,harp
1186,harp
1187,harp
1188,parrot
1189,harp
1190,harp
1191,harp
1192,harp
1193,harp
1194,harp
1195,harp
1196,harp
1197,harp
1198,harp
1199,harp
1200,harp
1201,harp
1202,harp
1203,harp
1204,parrot
1205,harp
1206,bulldozer
1207,harp
1208,bulldozer
1209,harp
1210,harp
1211,harp
1212,harp
1213,harp
1214,parrot
1215,harp
1216,harp
1217,harp
1218,parrot
1219,harp
1220,parrot
1221,harp
1222,harp
1223,bulldozer
1224,harp
1225,parrot
1226,harp
1227,harp
1228,harp
1229,harp
1230,harp
1231,harp
1232,parrot
1233,harp
1234,harp
1235,harp
1236,parrot
1237,harp
1238,harp
1239,harp
1240,harp
1241,harp
1242,parrot
1243,harp
1244,harp
1245,harp
1246,harp
1247,harp
1248,harp
1249,harp
1250,harp
1251,harp
1252,harp
1253,harp
1254,harp
1255,parrot
1256,harp
1257,eyeglasses
1258,harp
1259,harp
1260,bulldozer
1261,bulldozer
1262,pig
1263,parrot
1264,harp
1265,spider
1266,harp
1267,foot
1268,harp
1269,harp
1270,harp
1271,harp
1272,harp
1273,harp
1274,harp
1275,parrot
1276,spider
1277,harp
1278,parrot
1279,harp
1280,harp
1281,harp
1282,harp
1283,parrot
1284,harp
1285,pig
1286,harp
1287,harp
1288,harp
1289,harp
1290,harp
1291,harp
1292,harp
1293,harp
1294,harp
1295,harp
1296,harp
1297,harp
1298,harp
1299,harp
1300,hand
1301,harp
1302,bulldozer
1303,harp
1304,trombone
1305,harp
1306,harp
1307,harp
1308,harp
1309,harp
1310,harp
1311,harp
1312,harp
1313,hat
1314,harp
1315,harp
1316,harp
1317,harp
1318,harp
1319,harp
1320,harp
1321,harp
1322,harp
1323,harp
1324,harp
1325,harp
1326,harp
1327,harp
1328,harp
1329,harp
1330,harp
1331,harp
1332,pig
1333,spider
1334,harp
1335,harp
1336,harp
1337,harp
1338,harp
1339,harp
1340,harp
1341,harp
1342,harp
1343,bulldozer
1344,harp
1345,flashlight
1346,parrot
1347,harp
1348,harp
1349,harp
1350,harp
1351,harp
1352,harp
1353,harp
1354,harp
1355,harp
1356,harp
1357,harp
1358,harp
1359,harp
1360,harp
1361,harp
1362,harp
1363,parrot
1364,harp
1365,harp
1366,harp
1367,harp
1368,harp
1369,parrot
1370,bulldozer
1371,harp
1372,harp
1373,harp
1374,harp
1375,harp
1376,harp
1377,harp
1378,harp
1379,spider
1380,harp
1381,harp
1382,harp
1383,harp
1384,harp
1385,harp
1386,harp
1387,harp
1388,harp
1389,harp
1390,harp
1391,bulldozer
1392,harp
1393,harp
1394,bulldozer
1395,harp
1396,harp
1397,harp
1398,harp
1399,harp
1400,harp
1401,penguin
1402,harp
1403,harp
1404,trombone
1405,harp
1406,harp
1407,harp
1408,harp
1409,harp
1410,harp
1411,harp
1412,spider
1413,harp
1414,parrot
1415,harp
1416,harp
1417,harp
1418,harp
1419,laptop
1420,bulldozer
1421,parrot
1422,harp
1423,harp
1424,harp
1425,harp
1426,harp
1427,hand
1428,harp
1429,harp
1430,parrot
1431,harp
1432,harp
1433,harp
1434,harp
1435,parrot
1436,bulldozer
1437,harp
1438,harp
1439,bulldozer
1440,harp
1441,harp
1442,parrot
1443,harp
1444,harp
1445,harp
1446,bulldozer
1447,bulldozer
1448,harp
1449,harp
1450,harp
1451,harp
1452,harp
1453,harp
1454,harp
1455,harp
1456,penguin
1457,harp
1458,parrot
1459,harp
1460,flashlight
1461,harp
1462,flashlight
1463,harp
1464,harp
1465,pig
1466,parrot
1467,harp
1468,harp
1469,harp
1470,harp
1471,harp
1472,bulldozer
1473,harp
1474,harp
1475,harp
1476,parrot
1477,harp
1478,bulldozer
1479,spider
1480,harp
1481,harp
1482,harp
1483,parrot
1484,harp
1485,bulldozer
1486,harp
1487,harp
1488,harp
1489,harp
1490,parrot
1491,harp
1492,eyeglasses
1493,harp
1494,harp
1495,harp
1496,bulldozer
1497,harp
1498,harp
1499,harp
1500,harp
1501,harp
1502,harp
1503,bulldozer
1504,harp
1505,harp
1506,harp
1507,harp
1508,harp
1509,harp
1510,harp
1511,harp
1512,harp
1513,harp
1514,harp
1515,harp
1516,harp
1517,harp
1518,harp
1519,bulldozer
1520,harp
1521,harp
1522,harp
1523,pig
1524,harp
1525,harp
1526,harp
1527,harp
1528,bulldozer
1529,harp
1530,bulldozer
1531,bulldozer
1532,harp
1533,harp
1534,harp
1535,harp
1536,harp
1537,harp
1538,harp
1539,harp
1540,harp
1541,harp
1542,harp
1543,harp
1544,parrot
1545,harp
1546,harp
1547,harp
1548,harp
1549,harp
1550,harp
1551,harp
1552,trombone
1553,harp
1554,harp
1555,harp
1556,harp
1557,harp
1558,harp
1559,harp
1560,harp
1561,harp
1562,harp
1563,harp
1564,harp
1565,harp
1566,harp
1567,bulldozer
1568,harp
1569,harp
1570,harp
1571,trombone
1572,harp
1573,harp
1574,spider
1575,harp
1576,parrot
1577,harp
1578,parrot
1579,harp
1580,spider
1581,harp
1582,bulldozer
1583,penguin
1584,harp
1585,harp
1586,harp
1587,harp
1588,harp
1589,bulldozer
1590,harp
1591,spider
1592,parrot
1593,harp
1594,harp
1595,harp
1596,harp
1597,harp
1598,parrot
1599,pig
1600,harp
1601,harp
1602,harp
1603,parrot
1604,harp
1605,spider
1606,harp
1607,harp
1608,harp
1609,harp
1610,harp
1611,harp
1612,harp
1613,harp
1614,harp
1615,harp
1616,bulldozer
1617,harp
1618,harp
1619,harp
1620,harp
1621,harp
1622,harp
1623,harp
1624,parrot
1625,bulldozer
1626,harp
1627,harp
1628,bulldozer
1629,parrot
1630,harp
1631,harp
1632,harp
1633,harp
1634,harp
1635,harp
1636,harp
1637,harp
1638,harp
1639,harp
1640,harp
1641,bulldozer
1642,harp
1643,harp
1644,harp
1645,harp
1646,harp
1647,harp
1648,bulldozer
1649,harp
1650,parrot
1651,harp
1652,harp
1653,laptop
1654,harp
1655,harp
1656,harp
1657,harp
1658,harp
1659,harp
1660,harp
1661,harp
1662,harp
1663,harp
1664,bulldozer
1665,harp
1666,harp
1667,harp
1668,flashlight
1669,harp
1670,harp
1671,harp
1672,harp
1673,harp
1674,harp
1675,harp
1676,harp
1677,parrot
1678,harp
1679,parrot
1680,eyeglasses
1681,harp
1682,harp
1683,eyeglasses
1684,harp
1685,parrot
1686,harp
1687,harp
1688,harp
1689,harp
1690,eyeglasses
1691,parrot
1692,harp
1693,harp
1694,harp
1695,harp
1696,harp
1697,harp
1698,harp
1699,harp
1700,harp
1701,harp
1702,parrot
1703,harp
1704,harp
1705,hand
1706,harp
1707,harp
1708,harp
1709,harp
1710,harp
1711,harp
1712,parrot
1713,parrot
1714,harp
1715,harp
1716,harp
1717,harp
1718,harp
1719,harp
1720,harp
1721,parrot
1722,harp
1723,harp
1724,harp
1725,harp
1726,parrot
1727,harp
1728,parrot
1729,harp
1730,harp
1731,harp
1732,harp
1733,parrot
1734,harp
1735,harp
1736,harp
1737,harp
1738,harp
1739,harp
1740,harp
1741,harp
1742,harp
1743,harp
1744,harp
1745,bulldozer
1746,harp
1747,harp
1748,harp
1749,harp
1750,hand
1751,harp
1752,harp
1753,parrot
1754,harp
1755,flashlight
1756,harp
1757,harp
1758,harp
1759,harp
1760,harp
1761,harp
1762,harp
1763,harp
1764,harp
1765,bulldozer
1766,harp
1767,harp
1768,harp
1769,harp
1770,parrot
1771,harp
1772,bulldozer
1773,harp
1774,harp
1775,harp
1776,harp
1777,harp
1778,harp
1779,harp
1780,harp
1781,harp
1782,harp
1783,harp
1784,harp
1785,parrot
1786,bulldozer
1787,harp
1788,parrot
1789,harp
1790,harp
1791,harp
1792,harp
1793,harp
1794,harp
1795,harp
1796,harp
1797,harp
1798,bulldozer
1799,bulldozer
1800,harp
1801,harp
1802,harp
1803,parrot
1804,parrot
1805,harp
1806,harp
1807,harp
1808,harp
1809,harp
1810,hand
1811,harp
1812,harp
1813,harp
1814,harp
1815,harp
1816,harp
1817,parrot
1818,harp
1819,harp
1820,harp
1821,harp
1822,harp
1823,harp
1824,harp
1825,harp
1826,harp
1827,harp
1828,harp
1829,harp
1830,spider
1831,parrot
1832,harp
1833,harp
1834,bulldozer
1835,parrot
1836,harp
1837,harp
1838,bulldozer
1839,harp
1840,flashlight
1841,harp
1842,harp
1843,harp
1844,harp
1845,harp
1846,harp
1847,harp
1848,harp
1849,harp
1850,harp
1851,harp
1852,harp
1853,harp
1854,eyeglasses
1855,harp
1856,harp
1857,harp
1858,harp
1859,harp
1860,harp
1861,flashlight
1862,parrot
1863,parrot
1864,harp
1865,harp
1866,harp
1867,flashlight
1868,harp
1869,harp
1870,harp
1871,pig
1872,bulldozer
1873,harp
1874,harp
1875,harp
1876,harp
1877,harp
1878,harp
1879,harp
1880,harp
1881,harp
1882,harp
1883,harp
1884,harp
1885,harp
1886,harp
1887,harp
1888,harp
1889,harp
1890,harp
1891,harp
1892,harp
1893,harp
1894,spider
1895,harp
1896,harp
1897,harp
1898,harp
1899,harp
1900,harp
1901,harp
1902,harp
1903,harp
1904,harp
1905,harp
1906,spider
1907,spider
1908,bulldozer
1909,harp
1910,parrot
1911,harp
1912,harp
1913,harp
1914,harp
1915,harp
1916,harp
1917,harp
1918,harp
1919,harp
1920,harp
1921,harp
1922,harp
1923,harp
1924,harp
1925,harp
1926,harp
1927,harp
1928,harp
1929,harp
1930,harp
1931,harp
1932,harp
1933,parrot
1934,harp
1935,bulldozer
1936,harp
1937,harp
1938,harp
1939,parrot
1940,harp
1941,harp
1942,harp
1943,harp
1944,parrot
1945,harp
1946,harp
1947,harp
1948,harp
1949,harp
1950,harp
1951,harp
1952,harp
1953,harp
1954,harp
1955,harp
1956,harp
1957,harp
1958,harp
1959,harp
1960,harp
1961,harp
1962,harp
1963,harp
1964,harp
1965,parrot
1966,harp
1967,harp
1968,harp
1969,hand
1970,harp
1971,harp
1972,harp
1973,harp
1974,harp
1975,pig
1976,harp
1977,harp
1978,harp
1979,parrot
1980,harp
1981,harp
1982,harp
1983,harp
1984,parrot
1985,harp
1986,pig
1987,parrot
1988,harp
1989,harp
1990,parrot
1991,harp
1992,parrot
1993,harp
1994,harp
1995,harp
1996,harp
1997,harp
1998,harp
1999,harp
2000,bulldozer
2001,harp
2002,harp
2003,harp
2004,harp
2005,harp
2006,harp
2007,harp
2008,parrot
2009,harp
2010,harp
2011,harp
2012,parrot
2013,harp
2014,harp
2015,harp
2016,harp
2017,harp
2018,harp
2019,harp
2020,harp
2021,harp
2022,harp
2023,parrot
2024,harp
2025,harp
2026,harp
2027,harp
2028,bulldozer
2029,harp
2030,harp
2031,harp
2032,harp
2033,harp
2034,harp
2035,harp
2036,harp
2037,bulldozer
2038,harp
2039,parrot
2040,harp
2041,bulldozer
2042,harp
2043,parrot
2044,harp
2045,parrot
2046,harp
2047,harp
2048,harp
2049,harp
2050,harp
2051,harp
2052,harp
2053,harp
2054,bulldozer
2055,harp
2056,harp
2057,bulldozer
2058,harp
2059,spider
2060,harp
2061,harp
2062,harp
2063,harp
2064,harp
2065,harp
2066,harp
2067,harp
2068,parrot
2069,harp
2070,harp
2071,harp
2072,harp
2073,harp
2074,parrot
2075,parrot
2076,harp
2077,bulldozer
2078,harp
2079,harp
2080,harp
2081,harp
2082,harp
2083,harp
2084,hand
2085,harp
2086,harp
2087,harp
2088,harp
2089,flashlight
2090,harp
2091,harp
2092,harp
2093,harp
2094,harp
2095,harp
2096,harp
2097,harp
2098,harp
2099,harp
2100,harp
2101,harp
2102,parrot
2103,parrot
2104,harp
2105,bulldozer
2106,parrot
2107,harp
2108,harp
2109,harp
2110,harp
2111,harp
2112,harp
2113,harp
2114,harp
2115,bulldozer
2116,penguin
2117,harp
2118,harp
2119,harp
2120,parrot
2121,harp
2122,harp
2123,parrot
2124,harp
2125,trombone
2126,harp
2127,harp
2128,harp
2129,parrot
2130,parrot
2131,harp
2132,harp
2133,hand
2134,harp
2135,parrot
2136,foot
2137,harp
2138,harp
2139,spider
2140,trombone
2141,harp
2142,harp
2143,harp
2144,hand
2145,spider
2146,harp
2147,harp
2148,harp
2149,harp
2150,harp
2151,harp
2152,harp
2153,parrot
2154,harp
2155,harp
2156,harp
2157,harp
2158,harp
2159,harp
2160,harp
2161,harp
2162,harp
2163,bulldozer
2164,parrot
2165,harp
2166,harp
2167,harp
2168,harp
2169,harp
2170,harp
2171,bulldozer
2172,parrot
2173,harp
2174,harp
2175,laptop
2176,harp
2177,harp
2178,harp
2179,harp
2180,harp
2181,laptop
2182,harp
2183,harp
2184,harp
2185,harp
2186,bulldozer
2187,harp
2188,harp
2189,harp
2190,bulldozer
2191,harp
2192,harp
2193,harp
2194,harp
2195,harp
2196,harp
2197,harp
2198,pig
2199,eyeglasses
2200,harp
2201,harp
2202,harp
2203,harp
2204,parrot
2205,harp
2206,harp
2207,harp
2208,harp
2209,harp
2210,eyeglasses
2211,harp
2212,harp
2213,harp
2214,harp
2215,harp
2216,hat
2217,bulldozer
2218,spider
2219,harp
2220,harp
2221,harp
2222,bulldozer
2223,bulldozer
2224,parrot
2225,harp
2226,harp
2227,bulldozer
2228,harp
2229,spider
2230,harp
2231,harp
2232,bulldozer
2233,harp
2234,harp
2235,harp
2236,harp
2237,harp
2238,harp
2239,parrot
2240,parrot
2241,parrot
2242,harp
2243,harp
2244,harp
2245,pig
2246,harp
2247,harp
2248,harp
2249,parrot
2250,harp
2251,harp
2252,bulldozer
2253,harp
2254,harp
2255,harp
2256,harp
2257,parrot
2258,harp
2259,harp
2260,harp
2261,harp
2262,harp
2263,harp
2264,harp
2265,harp
2266,hand
2267,flashlight
2268,harp
2269,harp
2270,harp
2271,parrot
2272,pig
2273,harp
2274,harp
2275,bulldozer
2276,harp
2277,harp
2278,harp
2279,pig
2280,harp
2281,harp
2282,harp
2283,harp
2284,spider
2285,harp
2286,harp
2287,harp
2288,bulldozer
2289,harp
2290,harp
2291,harp
2292,harp
2293,bulldozer
2294,bulldozer
2295,parrot
2296,harp
2297,harp
2298,harp
2299,harp
2300,harp
2301,harp
2302,parrot
2303,harp
2304,harp
2305,harp
2306,harp
2307,harp
2308,harp
2309,bulldozer
2310,harp
2311,parrot
2312,harp
2313,harp
2314,harp
2315,harp
2316,parrot
2317,harp
2318,harp
2319,harp
2320,harp
2321,parrot
2322,harp
2323,bulldozer
2324,harp
2325,bulldozer
2326,harp
2327,harp
2328,harp
2329,foot
2330,harp
2331,harp
2332,harp
2333,harp
2334,harp
2335,harp
2336,parrot
2337,harp
2338,harp
2339,harp
2340,harp
2341,parrot
2342,harp
2343,bulldozer
2344,harp
2345,harp
2346,parrot
2347,harp
2348,harp
2349,harp
2350,parrot
2351,harp
2352,harp
2353,parrot
2354,harp
2355,harp
